X,Y,id,name
9.6152635,47.5876254,node/184319387,Retterschen
9.746292,47.5880912,node/148477652,Schlachters
7.6869534,47.5887631,node/60486121,Inzlingen
9.7624451,47.5891157,node/452558068,Sigmarszell
8.3046971,47.5892797,node/102308695,Rheinheim
10.3076608,47.5895085,node/2497839355,Sterklis
8.0803806,47.5898727,node/1863453000,Hochsal
9.6620327,47.5901961,node/148570484,Unterreitnau
12.9889059,47.5903048,node/318341776,Königssee
11.3115377,47.5904089,node/259070095,Walchensee
8.440462,47.5905312,node/1582686440,Stetten
7.8738189,47.5922842,node/224255197,Schwörstadt
10.0041305,47.5925754,node/63552169,Stiefenhofen
7.7545686,47.593049,node/293007407,Niedereichsel
9.6831748,47.5932325,node/148427488,Oberreitnau
7.6116133,47.5932802,node/27386718,Weil am Rhein
8.3640125,47.5942417,node/520033604,Küßnach
8.1336893,47.5943254,node/1314887702,Albbruck
8.0618895,47.5947354,node/303542737,Rotzel
8.320972,47.5951176,node/306462197,Dangstetten
8.4202747,47.5952455,node/799571621,Bergöschingen
10.2542039,47.5954249,node/61886858,Seifen
10.5668884,47.5955774,node/836357867,Kreuzegg
10.5565383,47.5965661,node/1684581419,Weißbach
9.6003273,47.5965788,node/240125581,Kressbronn am Bodensee
11.0673611,47.5966949,node/31925454,Oberammergau
11.185454,47.5984207,node/1070724398,Eschenlohe
7.7588555,47.5985382,node/293007414,Obereichsel
9.5381305,47.5994365,node/8895060072,Langenargen
10.1167,47.6,node/240038562,Missen-Wilhams
7.9534014,47.6006347,node/294613575,Jungholz
9.958494,47.6013537,node/309710995,Ellhofen
9.796034,47.6013861,node/249517811,Niederstaufen
9.8863905,47.6015641,node/58045545,Lindenberg im Allgäu
12.9837083,47.6017816,node/9604106669,Unterschönau
7.6444301,47.6026261,node/29768579,Untertüllingen
8.3475762,47.6029503,node/430318394,Bechtersbohl
10.4124996,47.6031162,node/60455427,Wertach
9.8211032,47.6032202,node/2267539266,Haggen
8.100178,47.6037018,node/353065246,Schachen
11.4347846,47.6039611,node/71582021,Jachenau
10.5867657,47.6045693,node/52021179,Zell
12.9846526,47.6054955,node/21627772,Schönau am Königssee
7.9726551,47.605586,node/294613597,Willaringen
7.8696226,47.6056109,node/224255202,Niederdossenbach
10.5353021,47.6057367,node/259977601,Kappel
10.5603736,47.6058729,node/1684581397,Rehbichl
12.9987976,47.606136,node/1878094490,Schwöb
9.7002221,47.6068409,node/1112882800,Doberatsweiler
12.8968243,47.6070066,node/240036340,Ramsau bei Berchtesgaden
10.1532241,47.6072023,node/60008480,Börlas
10.2956803,47.6074163,node/2505654125,Rottach
9.727583,47.60817,node/182857780,Pechtensweiler
10.6773587,47.6083038,node/1597438943,Hopfen am See
8.1691168,47.60846,node/240078817,Dogern
9.6047788,47.6089429,node/182810859,Berg
13.0113101,47.6091288,node/6236907852,Faselsberg
